,Unnamed: 0,Questions,id,query
9700,9700,Give me all the patients who were recorded on 03/04/2021. ,35109700,"POST_scripts/1{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""term"":{""{{field_1}}"":""{{value_1}}""}}},""params"":{""field_1"":'DATA.TODAYS_DATE',""value_1"":'03/04/2021'"
5512,5512, Find the number of cases where the vaccine recipients had lo loesterin at the time of vaccination. ,26305512,"POST_scripts/3{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""match"":{""{{field_1}}"":{""query"":""{{value_1}}"",""fuzziness"":""AUTO"",""operator"":""AND"",'DATA.OTHER_MEDS',""params"":'lo"
12781,12781, Is there any person have Anaemia macrocytic after vaccine? ,45312781,"POST_scripts/3{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""match"":{""{{field_1}}"":{""query"":""{{value_1}}"",""fuzziness"":""AUTO"",""operator"":""AND"",'SYMPTOMS',""params"":'Anaemia"
5023,5023, Find the number of cases that the vaccine recipients had full cardiac and neurological workup test. ,23305023,"POST_scripts/3{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""match"":{""{{field_1}}"":{""query"":""{{value_1}}"",""fuzziness"":""AUTO"",""operator"":""AND"",'DATA.LAB_DATA',""params"":'full"
5842,5842, Is there any patients who was taking tizanidine?,26305842,"POST_scripts/3{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""match"":{""{{field_1}}"":{""query"":""{{value_1}}"",""fuzziness"":""AUTO"",""operator"":""AND"",'DATA.OTHER_MEDS',""params"":'tizanidine'"
9759,9759,Give me all the patients who were recorded on 02/11/2021. ,35109759,"POST_scripts/1{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""term"":{""{{field_1}}"":""{{value_1}}""}}},""params"":{""field_1"":'DATA.TODAYS_DATE',""value_1"":'02/11/2021'"
8992,8992,Give me all the patients who got vaccine manufactured by USSA2022SA051715. ,33108992,"POST_scripts/1{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""term"":{""{{field_1}}"":""{{value_1}}""}}},""params"":{""field_1"":'DATA.SPLTTYPE',""value_1"":'USSA2022SA051715'"
7556,7556, Find any cases where the vaccine recipients were allergic to guanfacine. ,29307556,"POST_scripts/3{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""match"":{""{{field_1}}"":{""query"":""{{value_1}}"",""fuzziness"":""AUTO"",""operator"":""AND"",'DATA.ALLERGIES',""params"":'guanfacine'"
9492,9492, Give me all the patients who got US0095075132201USA005784 vaccine. ,33109492,"POST_scripts/1{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""term"":{""{{field_1}}"":""{{value_1}}""}}},""params"":{""field_1"":'DATA.SPLTTYPE',""value_1"":'US0095075132201USA005784'"
11542,11542, Search any vaccine recipients who had DTAP + IPV (QUADRACEL) shot.  ,43311542,"POST_scripts/3{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""match"":{""{{field_1}}"":{""query"":""{{value_1}}"",""fuzziness"":""AUTO"",""operator"":""AND"",'VAX.VAX_NAME',""params"":'DTAP"
5524,5524, Find the number of cases where the vaccine recipients had levothyroxine 800 micrograms at the time of vaccination. ,26305524,"POST_scripts/3{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""match"":{""{{field_1}}"":{""query"":""{{value_1}}"",""fuzziness"":""AUTO"",""operator"":""AND"",'DATA.OTHER_MEDS',""params"":'levothyroxine"
1886,1886, Provide all the patients who have Fournier's gangrene. ,8401886,"POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""query_string"":{""query"":""{{value_1}}"",""default_field"":""{{field_1}}"",'SYMPTOMS',""AUTO"",""Fournier's"
7474,7474, Show me all the patients who has an allergic to neosporin opthalamic. ,29307474,"POST_scripts/3{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""match"":{""{{field_1}}"":{""query"":""{{value_1}}"",""fuzziness"":""AUTO"",""operator"":""AND"",'DATA.ALLERGIES',""params"":'neosporin"
3074,3074,Give me all the patients who recovered from the adverse event and labeled as Y. ,19203074,"POST_scripts/2{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""match"":{""{{field_1}}"":""{{value_1}}""}}},""params"":{""field_1"":'DATA.RECOVD',""value_1"":'Y'"
7791,7791, What is the number of vaccine recipients that had an allergic to environmental?Which is The most common stomach distention for patients?,29307791,"POST_scripts/3{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""match"":{""{{field_1}}"":{""query"":""{{value_1}}"",""fuzziness"":""AUTO"",""operator"":""AND"",'DATA.ALLERGIES',""params"":'environmental'},"
6060,6060, List all the patients who are dignosed of diagnosed with strep throat on. ,27306060,"POST_scripts/3{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""match"":{""{{field_1}}"":{""query"":""{{value_1}}"",""fuzziness"":""AUTO"",""operator"":""AND"",'DATA.CUR_ILL',""params"":'diagnosed"
1668,1668,Give me all the patients who reported Psychiatric evaluation normal after the vaccination. ,8401668,"POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""query_string"":{""query"":""{{value_1}}"",""default_field"":""{{field_1}}"",'SYMPTOMS',""AUTO"",'Psychiatric"
709,709, Give me the VA which has the most numbers of records,2200709,"POST_scripts/2{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""match"":{""{{field_1}}"":""{{value_1}}""}}},""params"":{""field_1"":'DATA.STATE',""value_1"":'VA'"
12950,12950, which  Congenital anomaly is the most common after vaccine?,45312950,"POST_scripts/3{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""match"":{""{{field_1}}"":{""query"":""{{value_1}}"",""fuzziness"":""AUTO"",""operator"":""AND"",'SYMPTOMS',""params"":'Congenital"
1524,1524, How many patients completed their reports on 02/27/2022.,7101524,"POST_scripts/1{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""term"":{""{{field_1}}"":""{{value_1}}""}}},""params"":{""field_1"":'DATA.RPT_DATE',""value_1"":'02/27/2022'"
11097,11097, Return all the cases where the vaccine series is 7+. ,39111097,"POST_scripts/1{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""term"":{""{{field_1}}"":""{{value_1}}""}}},""params"":{""field_1"":'VAX.VAX_DOSE_SERIES',""value_1"":'7+'"
337,337, How many patients' record are received on 03/08/2022 ,1100337,"POST_scripts/1{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""term"":{""{{field_1}}"":""{{value_1}}""}}},""params"":{""field_1"":'DATA.RECVDATE',""value_1"":'03/08/2022'"
3261,3261, Give me all the patients who got vaccines on 01/27/2020. ,20103261,"POST_scripts/1{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""term"":{""{{field_1}}"":""{{value_1}}""}}},""params"":{""field_1"":'DATA.VAX_DATE',""value_1"":'01/27/2020'"
7010,7010, How many patients are dignosed of barrett? ,28307010,"POST_scripts/3{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""match"":{""{{field_1}}"":{""query"":""{{value_1}}"",""fuzziness"":""AUTO"",""operator"":""AND"",'DATA.HISTORY',""params"":'barrett'"
12127,12127, How many people received DENGUE TETRAVALENT (DENGVAXIA) vaccine and HEP A (VAQTA) vaccine. ,44412127,"POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""query_string"":{""query"":""{{value_1}}"",""default_field"":""{{field_1}}"",'VAX.VAX_NAME',""AUTO"",'DENGUE"
456,456, Find the day 02/28/2022 when the most people choose to submit records.,1100456,"POST_scripts/1{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""term"":{""{{field_1}}"":""{{value_1}}""}}},""params"":{""field_1"":'DATA.RECVDATE',""value_1"":'02/28/2022'"
5885,5885,Give me all the patients who have high blood pressure spikes. ,27305885,"POST_scripts/3{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""match"":{""{{field_1}}"":{""query"":""{{value_1}}"",""fuzziness"":""AUTO"",""operator"":""AND"",'DATA.CUR_ILL',""params"":'high"
8273,8273, How many patients got a shot on 3/9/32021?,30108273,"POST_scripts/1{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""term"":{""{{field_1}}"":""{{value_1}}""}}},""params"":{""field_1"":'DATA.PRIOR_VAX',""value_1"":'3/9/32021'"
11675,11675, How many people received ZOSTER LIVE (ZOSTAVAX) shot. ,43311675,"POST_scripts/3{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""match"":{""{{field_1}}"":{""query"":""{{value_1}}"",""fuzziness"":""AUTO"",""operator"":""AND"",'VAX.VAX_NAME',""params"":'ZOSTER"
4065,4065, What is the number of cases where onset date of adverse event symptom is 02/20/2022. ,21104065,"POST_scripts/1{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""term"":{""{{field_1}}"":""{{value_1}}""}}},""params"":{""field_1"":'DATA.ONSET_DATE',""value_1"":'02/20/2022'"
13020,13020, which  Gene mutation identification test negative is the most common after vaccine?,45313020,"POST_scripts/3{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""match"":{""{{field_1}}"":{""query"":""{{value_1}}"",""fuzziness"":""AUTO"",""operator"":""AND"",'SYMPTOMS',""params"":'Gene"
10955,10955, How many people have been injected with f m0698,38110955,"POST_scripts/1{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""term"":{""{{field_1}}"":""{{value_1}}""}}},""params"":{""field_1"":'VAX.VAX_LOT',""value_1"":'f"
4248,4248,Give me all the patients whose interval from the vaccination date to the onset date is 486.0 days. ,22204248,"POST_scripts/2{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""match"":{""{{field_1}}"":""{{value_1}}""}}},""params"":{""field_1"":'DATA.NUMDAYS',""value_1"":486.0"
8558,8558,Give me all the patients who got MENINGOCOCCAL and MEASLES before. ,32408558,"POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""query_string"":{""query"":""{{value_1}}"",""default_field"":""{{field_1}}"",'DATA.PRIOR_VAX',""AUTO"",'MENINGOCOCCAL'},"
12218,12218, which HEP A (HAVRIX) vaccine is the most popular for people ,44412218,"POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""query_string"":{""query"":""{{value_1}}"",""default_field"":""{{field_1}}"",'VAX.VAX_NAME',""AUTO"",'HEP"
1542,1542, How many patients completed their reports on 02/23/2022.,7101542,"POST_scripts/1{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""term"":{""{{field_1}}"":""{{value_1}}""}}},""params"":{""field_1"":'DATA.RPT_DATE',""value_1"":'02/23/2022'"
7217,7217, Which is the most common immune thrombocytopenia for patients.,28307217,"POST_scripts/3{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""match"":{""{{field_1}}"":{""query"":""{{value_1}}"",""fuzziness"":""AUTO"",""operator"":""AND"",'DATA.HISTORY',""params"":'immune"
7640,7640, How many patients are allergic to erythromycinnausea? ,29307640,"POST_scripts/3{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""match"":{""{{field_1}}"":{""query"":""{{value_1}}"",""fuzziness"":""AUTO"",""operator"":""AND"",'DATA.ALLERGIES',""params"":'erythromycinnausea'"
9877,9877, Return all cases recorded on 04/03/2022. ,35109877,"POST_scripts/1{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""term"":{""{{field_1}}"":""{{value_1}}""}}},""params"":{""field_1"":'DATA.TODAYS_DATE',""value_1"":'04/03/2022'"
10147,10147, How many people has got PNC15? ,36210147,"POST_scripts/2{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""match"":{""{{field_1}}"":""{{value_1}}""}}},""params"":{""field_1"":'VAX.VAX_TYPE',""value_1"":'PNC15'"
6008,6008, List all the patients who are dignosed of chemotherapy. ,27306008,"POST_scripts/3{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""match"":{""{{field_1}}"":{""query"":""{{value_1}}"",""fuzziness"":""AUTO"",""operator"":""AND"",'DATA.CUR_ILL',""params"":'chemotherapy'"
630,630, How many patients are from PW? ,2200630,"POST_scripts/2{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""match"":{""{{field_1}}"":""{{value_1}}""}}},""params"":{""field_1"":'DATA.STATE',""value_1"":'PW'"
6406,6406, What is the number of vaccine recipients that had january when they took the shot? ,27306406,"POST_scripts/3{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""match"":{""{{field_1}}"":{""query"":""{{value_1}}"",""fuzziness"":""AUTO"",""operator"":""AND"",'DATA.CUR_ILL',""params"":'january'"
8619,8619, List all the recipients who took MEASLES and JAPANESE ENCEPHALITIS before. ,32408619,"POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""query_string"":{""query"":""{{value_1}}"",""default_field"":""{{field_1}}"",'DATA.PRIOR_VAX',""AUTO"",'MEASLES'},"
1461,1461, Give me all the patients who completed their report on 01/26/2021. ,7101461,"POST_scripts/1{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""term"":{""{{field_1}}"":""{{value_1}}""}}},""params"":{""field_1"":'DATA.RPT_DATE',""value_1"":'01/26/2021'"
10607,10607,Give me all the patients who got vaccine from PF2509. ,38110607,"POST_scripts/1{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""term"":{""{{field_1}}"":""{{value_1}}""}}},""params"":{""field_1"":'VAX.VAX_LOT',""value_1"":'PF2509'"
3647,3647, How many patitents who got vaccines on 11/01/2008?,20103647,"POST_scripts/1{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""term"":{""{{field_1}}"":""{{value_1}}""}}},""params"":{""field_1"":'DATA.VAX_DATE',""value_1"":'11/01/2008'"
1452,1452, Give me all the patients who completed their report on 01/04/2022. ,7101452,"POST_scripts/1{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""term"":{""{{field_1}}"":""{{value_1}}""}}},""params"":{""field_1"":'DATA.RPT_DATE',""value_1"":'01/04/2022'"
7095,7095, How many patients are dignosed of common variable immunodeficiency? ,28307095,"POST_scripts/3{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""match"":{""{{field_1}}"":{""query"":""{{value_1}}"",""fuzziness"":""AUTO"",""operator"":""AND"",'DATA.HISTORY',""params"":'common"
5764,5764, Is there any patients who was taking gabapentine?,26305764,"POST_scripts/3{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""match"":{""{{field_1}}"":{""query"":""{{value_1}}"",""fuzziness"":""AUTO"",""operator"":""AND"",'DATA.OTHER_MEDS',""params"":'gabapentine'"
12961,12961, which  Hypogonadism male is the most common after vaccine?,45312961,"POST_scripts/3{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""match"":{""{{field_1}}"":{""query"":""{{value_1}}"",""fuzziness"":""AUTO"",""operator"":""AND"",'SYMPTOMS',""params"":'Hypogonadism"
11921,11921, List all the patients who got INFLUENZA (SEASONAL) (FLUCELVAX) vaccine and HEP B (RECOMBIVAX HB) vaccine. ,44411921,"POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""query_string"":{""query"":""{{value_1}}"",""default_field"":""{{field_1}}"",'VAX.VAX_NAME',""AUTO"",'INFLUENZA"
11173,11173, How many people got vaccine in RL?,41211173,"POST_scripts/2{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""match"":{""{{field_1}}"":""{{value_1}}""}}},""params"":{""field_1"":'VAX.VAX_SITE',""value_1"":'RL'"
9172,9172, Search for any cases where the vaccine recipient got vaccine manufactured by USPFIZER INC202200066032. ,33109172,"POST_scripts/1{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""term"":{""{{field_1}}"":""{{value_1}}""}}},""params"":{""field_1"":'DATA.SPLTTYPE',""value_1"":'USPFIZER"
771,771,Give me all the patients who is 39.0 years old. ,3200771,"POST_scripts/2{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""match"":{""{{field_1}}"":""{{value_1}}""}}},""params"":{""field_1"":'DATA.AGE_YRS',""value_1"":39.0"
10235,10235, Return all the cases where the vaccine recipient got IPV. ,36210235,"POST_scripts/2{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""match"":{""{{field_1}}"":""{{value_1}}""}}},""params"":{""field_1"":'VAX.VAX_TYPE',""value_1"":'IPV'"
5202,5202, How many patients has a extreme high blood pressure after vaccination.,23305202,"POST_scripts/3{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""match"":{""{{field_1}}"":{""query"":""{{value_1}}"",""fuzziness"":""AUTO"",""operator"":""AND"",'DATA.LAB_DATA',""params"":'extreme"
4367,4367, List all the records that the interval from the vaccination date to the onset date is 496.0 days. ,22204367,"POST_scripts/2{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""match"":{""{{field_1}}"":""{{value_1}}""}}},""params"":{""field_1"":'DATA.NUMDAYS',""value_1"":496.0"
6754,6754, Search all the patients who are dignosed of trigger finger. ,28306754,"POST_scripts/3{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""match"":{""{{field_1}}"":{""query"":""{{value_1}}"",""fuzziness"":""AUTO"",""operator"":""AND"",'DATA.HISTORY',""params"":'trigger"
5219,5219,Give me all the patients who got vaccines in PHM. ,24205219,"POST_scripts/2{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""match"":{""{{field_1}}"":""{{value_1}}""}}},""params"":{""field_1"":'DATA.V_ADMINBY',""value_1"":'PHM'"
6556,6556, Which is the most common unknown origin for patients.,27306556,"POST_scripts/3{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""match"":{""{{field_1}}"":{""query"":""{{value_1}}"",""fuzziness"":""AUTO"",""operator"":""AND"",'DATA.CUR_ILL',""params"":'unknown"
5959,5959,Give me all the patients who have hypothyroid. ,27305959,"POST_scripts/3{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""match"":{""{{field_1}}"":{""query"":""{{value_1}}"",""fuzziness"":""AUTO"",""operator"":""AND"",'DATA.CUR_ILL',""params"":'hypothyroid'"
6348,6348, How many vaccine recipients are dignosed of ear disease at the time of vaccination? ,27306348,"POST_scripts/3{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""match"":{""{{field_1}}"":{""query"":""{{value_1}}"",""fuzziness"":""AUTO"",""operator"":""AND"",'DATA.CUR_ILL',""params"":'ear"
6398,6398, What is the number of vaccine recipients that had pes htn when they took the shot? ,27306398,"POST_scripts/3{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""match"":{""{{field_1}}"":{""query"":""{{value_1}}"",""fuzziness"":""AUTO"",""operator"":""AND"",'DATA.CUR_ILL',""params"":'pes"
3152,3152,Give me all the patients whose date of vaccination is 12/01/2018. ,20103152,"POST_scripts/1{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""term"":{""{{field_1}}"":""{{value_1}}""}}},""params"":{""field_1"":'DATA.VAX_DATE',""value_1"":'12/01/2018'"
11214,11214,How many people got vaccine in OT and MO. ,42411214,"POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""query_string"":{""query"":""{{value_1}}"",""default_field"":""{{field_1}}"",'VAX.VAX_SITE',""AUTO"",'OT'},"
2634,2634, How many patients passed away on 04/12/2022. ,10102634,"POST_scripts/1{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""term"":{""{{field_1}}"":""{{value_1}}""}}},""params"":{""field_1"":'DATA.DATEDIED',""value_1"":'04/12/2022'"
6495,6495, Which is the most common cmt for patients.,27306495,"POST_scripts/3{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""match"":{""{{field_1}}"":{""query"":""{{value_1}}"",""fuzziness"":""AUTO"",""operator"":""AND"",'DATA.CUR_ILL',""params"":'cmt'"
11620,11620, How many people received MENINGOCOCCAL (NO BRAND NAME) shot. ,43311620,"POST_scripts/3{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""match"":{""{{field_1}}"":{""query"":""{{value_1}}"",""fuzziness"":""AUTO"",""operator"":""AND"",'VAX.VAX_NAME',""params"":'MENINGOCOCCAL"
58,58,Give me all the patients whose information are received on 01/28/2022. ,1100058,"POST_scripts/1{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""term"":{""{{field_1}}"":""{{value_1}}""}}},""params"":{""field_1"":'DATA.RECVDATE',""value_1"":'01/28/2022'"
2124,2124, How many patients have Smear cervix after vaccination? ,8402124,"POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""query_string"":{""query"":""{{value_1}}"",""default_field"":""{{field_1}}"",'SYMPTOMS',""AUTO"",'Smear"
9736,9736,Give me all the patients who were recorded on 03/28/2022. ,35109736,"POST_scripts/1{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""term"":{""{{field_1}}"":""{{value_1}}""}}},""params"":{""field_1"":'DATA.TODAYS_DATE',""value_1"":'03/28/2022'"
4912,4912, Provide all records that receive rapid heart beats test. ,23304912,"POST_scripts/3{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""match"":{""{{field_1}}"":{""query"":""{{value_1}}"",""fuzziness"":""AUTO"",""operator"":""AND"",'DATA.LAB_DATA',""params"":'rapid"
3169,3169,Give me all the patients whose date of vaccination is 07/01/2018. ,20103169,"POST_scripts/1{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""term"":{""{{field_1}}"":""{{value_1}}""}}},""params"":{""field_1"":'DATA.VAX_DATE',""value_1"":'07/01/2018'"
7135,7135, Which is the most common smoker for patients.,28307135,"POST_scripts/3{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""match"":{""{{field_1}}"":{""query"":""{{value_1}}"",""fuzziness"":""AUTO"",""operator"":""AND"",'DATA.HISTORY',""params"":'smoker'"
9886,9886, Return all cases recorded on 04/21/2021. ,35109886,"POST_scripts/1{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""term"":{""{{field_1}}"":""{{value_1}}""}}},""params"":{""field_1"":'DATA.TODAYS_DATE',""value_1"":'04/21/2021'"
879,879, Give me all the patients who is 48.0 years old. ,3200879,"POST_scripts/2{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""match"":{""{{field_1}}"":""{{value_1}}""}}},""params"":{""field_1"":'DATA.AGE_YRS',""value_1"":48.0"
7950,7950,Give me all the patients who priviously got vaccinated on 02/28/21. ,30107950,"POST_scripts/1{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""term"":{""{{field_1}}"":""{{value_1}}""}}},""params"":{""field_1"":'DATA.PRIOR_VAX',""value_1"":'02/28/21'"
1750,1750, Give me all the patients who have Urine sodium increased after the vaccination. ,8401750,"POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""query_string"":{""query"":""{{value_1}}"",""default_field"":""{{field_1}}"",'SYMPTOMS',""AUTO"",'Urine"
569,569, Give me all the patients who comes from MT. ,2200569,"POST_scripts/2{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""match"":{""{{field_1}}"":""{{value_1}}""}}},""params"":{""field_1"":'DATA.STATE',""value_1"":'MT'"
7549,7549, Find any cases where the vaccine recipients were allergic to methylphenidate. ,29307549,"POST_scripts/3{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""match"":{""{{field_1}}"":{""query"":""{{value_1}}"",""fuzziness"":""AUTO"",""operator"":""AND"",'DATA.ALLERGIES',""params"":'methylphenidate'"
9785,9785, How many people recorded on 04/13/2022. ,35109785,"POST_scripts/1{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""term"":{""{{field_1}}"":""{{value_1}}""}}},""params"":{""field_1"":'DATA.TODAYS_DATE',""value_1"":'04/13/2022'"
8727,8727," List all the recipients who took POLIO VIRUS, INACT. and DENGUE TETRAVALENT before. ",32408727,"POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""query_string"":{""query"":""{{value_1}}"",""default_field"":""{{field_1}}"",'DATA.PRIOR_VAX',""AUTO"",'POLIO"
9525,9525, How many patients got vaccine manufactured by USJNJFOC20220104603?,33109525,"POST_scripts/1{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""term"":{""{{field_1}}"":""{{value_1}}""}}},""params"":{""field_1"":'DATA.SPLTTYPE',""value_1"":'USJNJFOC20220104603'"
12306,12306,Give me all the patients who have Pericardial effusion after vaccine . ,45312306,"POST_scripts/3{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""match"":{""{{field_1}}"":{""query"":""{{value_1}}"",""fuzziness"":""AUTO"",""operator"":""AND"",'SYMPTOMS',""params"":'Pericardial"
7599,7599, How many patients are allergic to wheat? ,29307599,"POST_scripts/3{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""match"":{""{{field_1}}"":{""query"":""{{value_1}}"",""fuzziness"":""AUTO"",""operator"":""AND"",'DATA.ALLERGIES',""params"":'wheat'"
5017,5017, Find the number of cases that the vaccine recipients had cbc test. ,23305017,"POST_scripts/3{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""match"":{""{{field_1}}"":{""query"":""{{value_1}}"",""fuzziness"":""AUTO"",""operator"":""AND"",'DATA.LAB_DATA',""params"":'cbc'"
4116,4116, What is the number of cases where onset date of adverse event symptom is 03/04/2022. ,21104116,"POST_scripts/1{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""term"":{""{{field_1}}"":""{{value_1}}""}}},""params"":{""field_1"":'DATA.ONSET_DATE',""value_1"":'03/04/2022'"
552,552, Give me all the patients who comes from ME. ,2200552,"POST_scripts/2{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""match"":{""{{field_1}}"":""{{value_1}}""}}},""params"":{""field_1"":'DATA.STATE',""value_1"":'ME'"
11726,11726, What is the number of the cases where the vaccine recipient had HEP B (RECOMBIVAX HB) vaccine. ,43311726,"POST_scripts/3{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""match"":{""{{field_1}}"":{""query"":""{{value_1}}"",""fuzziness"":""AUTO"",""operator"":""AND"",'VAX.VAX_NAME',""params"":'HEP"
